episode,rewards_total
1,2.6187451363830725
2,3.0711850548764623
3,2.653425363826859
4,9.597697741475855
5,14.319158493912251
6,7.872744972814733
7,14.874604285513229
8,0.3536229185405517
9,13.95839668243213
10,6.540806120719843
11,-3.6492208948619655
12,12.770054286546243
13,7.363088495189977
14,12.232710651453448
15,11.746571725628852
16,7.518340072090197
17,7.763088196390534
18,9.53813722481997
19,9.966593442178
20,10.721391358113351
21,14.703594679790768
22,15.95491618892919
23,2.175494303355105
24,12.89547880023769
25,13.080537582091406
26,0.7449934798625932
27,-5.8029773779908
28,2.354887216627649
29,1.1689647428114611
30,1.621905741256473
31,4.166313597841949
32,3.9236235346733146
33,15.899135290703839
34,20.3653734565119
35,17.012738552935364
36,21.555941299321603
37,20.995504749604695
38,22.091248611763966
39,18.061493186491422
40,19.18384208008531
41,19.48460905035514
42,18.690277525618157
43,19.11214651579434
44,18.838024862212134
45,19.208265886907146
46,19.105175515019003
47,19.14751827455367
48,18.419685286616428
49,21.019910837086584
50,17.825811747956323
51,17.35950884256739
52,18.75738665113074
53,19.73320286882256
54,17.024277709607336
55,14.235622921189446
56,14.992135601559081
57,10.055054768209466
58,7.477703987997916
59,17.70349183564153
60,9.102128868834452
61,11.416499972374222
62,-7.228799667310639
63,1.1092132861639392
64,10.60925793736888
65,6.164147081324074
66,11.187141139002069
67,2.8337342548563242
68,12.806734836432067
69,10.45616417594222
70,8.857497501966009
71,-3.861038101648443
72,-8.032820426652282
73,-109.87163724041244
74,-91.60207743283667
75,-48.55886489552071
76,-43.52911757145211
77,-144.47828740576512
78,-126.44783710328986
79,-25.16348414618232
80,-57.91955840955555
81,3.626831747445724
82,-27.68661249854832
83,-107.07918981373365
84,13.995026827709985
85,4.487076047455197
86,-3.621557363228437
87,9.471859085826534
88,13.864082159317174
89,11.812956639031732
90,6.550518960697168
91,12.924175947457197
92,0.49932560733441633
93,-2.9988728573337156
94,6.56449821154969
95,10.897848286285647
96,0.21783935504581287
97,-12.87650219115491
98,2.3471802342078014
99,3.677966326593271
100,-1.8260083181440976
101,7.5305015511837325
102,42.65551028335215
103,40.37865198919819
104,37.593351717079486
105,26.352967362180003
106,16.816314217347244
107,9.547596876930825
108,38.2992672042827
109,47.69524160378312
110,47.09546902037868
111,30.242258750215953
112,35.40228706286724
113,21.744385692510505
114,23.062008492171813
115,21.505129468653912
116,22.960266934717964
117,19.615981397165044
118,18.591706654559516
119,13.64739963122624
120,10.653065791407336
121,5.134109993001978
122,2.2626124769374805
123,2.4910797484303657
124,6.184941606220786
125,15.039852305416641
126,6.7903642863400435
127,2.6481695230504343
128,-2.2222875232170622
129,-3.0148043370255344
130,0.39446218010579415
131,-155.2139187535335
132,-132.87708671310696
133,-138.73700280133332
134,-139.33813927081053
135,-134.12926424836104
136,-156.9929989426428
137,-139.2582895360801
138,-138.6511545538197
139,-147.13638937418798
140,-137.87932650402882
141,-136.9242356372037
142,-133.21139106347465
143,-134.2244180240745
144,-134.49016798545205
145,-133.89375831478873
146,-141.91602451842527
147,-139.74227765986834
148,-133.82266490240607
149,-137.36999457279944
150,-138.23053307899266
151,-136.85497379253513
152,-135.69746686051573
153,-142.21054938466764
154,-133.8555442796693
155,-132.99996503588739
156,-135.40579455286036
157,-137.94373412129568
158,-136.88795784644716
159,-141.03979944289523
160,-135.6976860475532
161,-135.990343898577
162,-134.6189480996487
163,-131.47797181244965
164,-132.2878613571002
165,-138.87864501821815
166,-131.79584298654146
167,-142.2354152492133
168,-3.1887401694843405
169,-4.425735566607745
170,-2.3920415229226286
171,-2.380486439427699
172,-3.8816473995665675
173,-3.097086222335548
174,-4.812285446775732
175,-4.2136165641677295
176,-4.306632117975859
177,-0.18149024147181336
178,-12.829706962323225
179,1.5656849452983437
180,-3.479635156210424
181,-32.57699444053651
182,-5.646214066489428
183,-5.230915819344794
184,-2.4691458772387804
185,-2.878090875894408
186,-5.935591329719976
187,-36.7324984898019
188,6.044606486756315
189,-143.3550034239491
190,-145.5003797794894
191,-148.9393336999426
192,-142.00471696118734
193,-144.3210718905862
194,-128.26245806094684
195,-103.43864745123074
196,-115.94921378871851
197,-117.2564707457139
198,-115.75922251325757
199,-112.14554527531148
200,-119.13389667835258
201,-67.98280654616663
202,-79.94673876495351
203,-36.08049403136596
204,-28.628333420677095
205,-48.16074651838859
206,-36.10640272716438
207,-139.89376042303212
208,-114.80773367754423
209,-147.45865962399532
210,20.75580723611909
211,20.798157281652617
212,20.77511009633293
213,20.67667595729494
214,20.687797229387236
215,20.54718085315221
216,20.995202418693214
217,20.803904652709733
218,20.707467759675716
219,20.74310669094492
220,20.896476593667067
221,20.790094057127185
222,20.595009912645086
223,20.743455169075492
224,20.58713080506144
225,20.71663154366973
226,20.556851454545516
227,20.80557126982012
228,20.762850381053518
229,20.717656955212078
230,20.568533004656533
231,20.735961704088474
232,20.848139569943786
233,20.757702098815173
234,20.77986526030422
235,20.685725336060862
236,20.81740522979286
237,20.60702756993924
238,20.746351247358223
239,20.614266046850787
240,20.721689641274747
241,20.812329347092376
242,20.559501055277305
243,20.743482715232407
244,20.953494897816903
245,20.757330006599545
246,20.69831995292393
247,20.7091564404489
248,20.70766945743385
249,20.72422431265161
250,20.721883624146503
251,20.73621936020248
252,20.619991652857546
253,20.802630564370077
254,20.752640470521506
255,20.744680960946603
256,20.685961676152424
257,20.834298114873146
258,20.662970952177396
259,20.76098991739915
260,20.665855174127103
261,20.52937493341849
262,20.92968079245962
263,20.637787429946563
264,20.792578550030367
265,20.88961539032597
266,20.488432620753002
267,-5.059132191987857
268,-54.635595181280905
269,-48.58770122947796
270,20.713374590402402
271,20.76038240809228
272,20.872685667392865
273,22.62060829723771
274,-105.94238782949007
275,-86.65907288466512
276,-101.36279376434
277,-73.52251663893296
278,-94.85194931385004
279,-86.16658839439346
280,-64.63815439128619
281,-65.99269936885455
282,-74.0176093903011
283,-110.05053655803452
284,-115.40740969425052
285,-99.60013669696318
286,-108.7563743292341
287,-105.82999246994316
288,-106.47049816678383
289,-118.54885001970243
290,-110.87878932962347
291,-112.60730136628077
292,-103.27097131802603
293,-117.25866277018378
294,-102.77773275226875
295,-96.0829426367925
296,-111.87099167995115
297,-99.75853219551905
298,-121.75658139006016
299,-102.68912114550457
300,-117.77971430037874
301,-97.57671873908362
302,20.628482255553596
303,20.800593003700847
304,20.562615069408523
305,20.776680908976406
306,20.788779844761287
307,20.811004679065128
308,20.528658288625092
309,20.531154612423595
310,20.714348518991883
311,20.53538593524421
312,21.013053648110358
313,20.564430362260794
314,20.809371332648563
315,20.623608715340435
316,20.904565182848852
317,20.74834491580967
318,20.712845600215985
319,20.471683093419298
320,20.84847229918355
321,20.60884456413497
322,20.69363943207561
323,20.716535033191708
324,20.76951280047943
325,20.854440860616148
326,20.85770241163156
327,20.6993757241375
328,20.80865690279363
329,20.447535911096228
330,20.659604835669526
331,20.738781301996184
332,20.62636392560626
333,20.665786339273566
334,20.60010171981269
335,20.73486238628976
336,20.768079754168824
337,20.767980595873333
338,20.745108761466856
339,20.87263042360523
340,20.704290601836078
341,20.676380675969042
342,20.6784067674944
343,20.64456084539712
344,20.592853484562305
345,20.75812878947842
346,20.764864860125645
347,20.648674256996593
348,20.714803510647215
349,20.52163969932448
350,20.539533094083087
351,20.936019588855558
352,20.780102241125572
353,20.730873270913847
354,20.716247755360627
355,20.69341612921945
356,20.659254720363936
357,20.507910531125706
358,20.590039057094558
359,20.62727582833469
360,20.726698583865005
361,20.84735698343594
362,20.650922463775252
363,20.7447184896005
364,20.57227118115705
365,20.619381893759904
366,20.512455414195557
367,20.562644232360363
368,20.592967812210777
369,20.772881075879624
370,20.893125967515733
371,20.774519347662338
372,20.794241624482748
373,20.596833556250804
374,20.681997133359747
375,20.65640024796064
376,20.620815212216918
377,20.680415365962432
378,20.483089948573785
379,20.833354762273977
380,20.75136343995548
381,20.59630512773841
382,20.70269921851371
383,20.5705747068454
384,20.877080502712
385,20.63239305461001
386,20.832962149611788
387,20.70423555763668
388,20.81948109007971
389,20.72311507636649
390,20.8471504292173
391,20.658352334473726
392,20.752747064853303
393,20.85927480288607
394,20.61097629696756
395,20.97418108895961
396,20.698050645440603
397,20.803850154125218
398,20.912128916159908
399,20.699150702538276
400,20.906184993307516
401,20.705053077243694
402,20.767455969325816
403,20.810401117054667
404,20.72834507713082
405,20.77209607196142
406,20.697562348407683
407,20.697114165145805
408,20.69551893942678
409,20.591881134551606
410,20.66531560358321
411,20.570513396425888
412,20.692080747828083
413,20.65461342003943
414,20.685777922231395
415,20.67245977807012
416,20.587435961823914
417,20.659658995695985
418,20.679730599817717
419,20.782350729232682
420,20.782516131532542
421,20.600609905622807
422,20.71789189051006
423,20.526921883908244
424,20.698525951116313
425,20.681338228349915
426,20.745866177716533
427,20.611640304435255
428,20.53554547127972
429,20.78349373141227
430,20.745429933225086
431,20.693698843797137
432,20.706652960710528
433,20.70706822454757
434,20.840687259548524
435,20.688844150335754
436,20.751026946616864
437,20.678073546371518
438,20.7245122246452
439,20.66552966324679
440,20.63730940200757
441,20.627200862523242
442,20.718756382609264
443,20.71834640980369
444,20.701528431766462
445,20.780056625473648
446,20.60841312058889
447,20.72470751803606
448,20.592928991700624
449,20.68415683547492
450,20.88895186630765
451,20.61466365966927
452,20.606969386482284
453,20.779199170322457
454,20.72455508625072
455,20.785342989895323
456,20.726309120346674
457,20.724355332774117
458,20.73432320240667
459,20.57589264495321
460,20.55289594401614
461,20.990933566294014
462,20.622494590997327
463,20.651965573932742
464,20.776075653569734
465,20.678233797719365
466,20.78268872041096
467,20.738635902601388
468,20.774247896304765
469,20.7298809289294
470,20.520526079838653
471,20.574780023042184
472,20.65916739448528
473,20.95140598912786
474,20.63065831618631
475,20.656195220955382
476,20.560989290636574
477,20.649231832358296
478,20.748729928098324
479,20.61694218609284
480,20.730268581269744
481,20.714986105927018
482,20.790954086941063
483,20.86891112206912
484,20.726962927669778
485,20.584392221361007
486,20.676049432155953
487,20.610663824439875
488,20.60718041827266
489,20.59133642594348
490,20.596524038020732
491,20.653364863825583
492,20.5287232723705
493,20.902290263639546
494,20.72732236529305
495,20.645769961250814
496,20.570986556711016
497,20.749401257168877
498,20.6530270731037
499,20.593535158162414
500,20.834353600535792
